GROUP_SET, GROUP_ID, GROUP_NAME, TEAM_ID, TEAM_ABBREVIATION, GP, W, L, W_PCT, MIN, E_OFF_RATING, OFF_RATING, E_DEF_RATING, DEF_RATING, E_NET_RATING, NET_RATING, AST_PCT, AST_TO, AST_RATIO, OREB_PCT, DREB_PCT, REB_PCT, TM_TOV_PCT, EFG_PCT, TS_PCT, E_PACE, PACE, PACE_PER40, POSS, PIE, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, OFF_RATING_RANK, DEF_RATING_RANK, NET_RATING_RANK, AST_PCT_RANK, AST_TO_RANK, AST_RATIO_RANK, OREB_PCT_RANK, DREB_PCT_RANK, REB_PCT_RANK, TM_TOV_PCT_RANK, EFG_PCT_RANK, TS_PCT_RANK, PIE_RANK,p1,p2,p3,p4,p5,p1_cluster,p2_cluster,p3_cluster,p4_cluster,p5_cluster
Lineups, -203484-203526-1628398-1628418-1630166-, K. Caldwell-Pope - R. Neto - K. Kuzma - T. Bryant - D. Avdija,1610612764,WAS,7,1,6,0.143,22.0,126.8,120.4,110.9,104.3,16.0,16.2,0.727,4.0,23.9,0.105,0.895,0.5,0.082,0.622,0.663,98.5,104.28,86.9,49,0.556,612,3401,17121,10174,917,5238,9393,6026,4973,480,3299,9489,5379,6616,8151,5089,4981,6836,K. Caldwell-Pope,R. Neto,K. Kuzma,T. Bryant,D. Avdija,3,6,3,2,0
Lineups, -203484-203915-1626149-1628398-1630557-, K. Caldwell-Pope - S. Dinwiddie - M. Harrell - K. Kuzma - C. Kispert,1610612764,WAS,5,3,2,0.6,22.0,136.4,135.6,130.1,120.0,6.3,15.6,0.667,4.67,21.9,0.238,0.64,0.457,0.067,0.625,0.667,95.8,99.93,83.28,45,0.566,1120,956,13953,6953,956,3533,11133,6065,5427,434,4062,7563,10365,9895,7714,4732,4718,6681,K. Caldwell-Pope,S. Dinwiddie,M. Harrell,K. Kuzma,C. Kispert,3,3,5,3,0
Lineups, -201142-201609-201988-203083-1628971-, K. Durant - G. Dragic - P. Mills - A. Drummond - B. Brown,1610612751,BRK,3,2,1,0.667,22.0,114.7,120.5,115.2,114.0,-0.5,6.5,0.565,2.17,19.7,0.409,0.727,0.568,0.136,0.556,0.561,96.8,94.91,79.09,44,0.516,2316,1646,5744,6286,926,5236,10426,6937,7733,2175,5664,3759,8241,5348,10477,6494,7764,7671,K. Durant,G. Dragic,P. Mills,A. Drummond,B. Brown,1,6,0,5,0
Lineups, -201142-201935-201988-1629651-1630561-, K. Durant - J. Harden - P. Mills - N. Claxton - D. Duke Jr.,1610612751,BRK,2,1,1,0.5,22.0,117.5,116.3,97.5,102.0,20.0,14.3,0.739,5.67,23.9,0.2,0.815,0.519,0.061,0.543,0.576,110.5,108.47,90.39,49,0.605,3707,3401,5744,7220,949,5947,9239,6193,4938,241,3292,7956,6280,6435,7629,6799,7257,5973,K. Durant,J. Harden,P. Mills,N. Claxton,D. Duke Jr.,1,1,0,2,7
Lineups, -201142-201988-202681-1628971-1629651-, K. Durant - P. Mills - K. Irving - B. Brown - N. Claxton,1610612751,BRK,7,5,2,0.714,22.0,100.3,97.8,103.2,100.0,-2.9,-2.2,0.611,2.2,18.6,0.136,0.64,0.404,0.111,0.538,0.552,96.1,98.85,82.38,45,0.532,612,397,13953,6222,957,9607,7053,9299,6951,2141,6063,9223,10365,11155,9195,6882,7972,7360,K. Durant,P. Mills,K. Irving,B. Brown,N. Claxton,1,0,1,0,2
Lineups, -201567-201937-1626224-1628386-1630171-, K. Love - R. Rubio - C. Osman - J. Allen - I. Okoro,1610612739,CLE,9,7,2,0.778,22.0,103.0,100.0,85.8,82.4,17.2,17.6,0.625,2.5,16.4,0.13,0.714,0.451,0.083,0.461,0.538,103.7,107.41,89.51,48,0.615,376,212,13953,5970,912,7496,5555,5810,6746,1754,7795,9261,8390,10072,8159,9647,8306,5850,K. Love,R. Rubio,C. Osman,J. Allen,I. Okoro,3,1,0,5,0
Lineups, -203482-203585-1628963-1630165-1630595-, K. Olynyk - R. McGruder - M. Bagley III - K. Hayes - C. Cunningham,1610612765,DET,5,3,2,0.6,22.0,123.3,132.7,77.9,78.7,45.4,53.9,0.615,4.0,21.6,0.375,0.84,0.612,0.082,0.561,0.594,109.8,105.16,87.63,49,0.824,1120,956,13953,6953,939,4056,5175,3037,6903,480,4141,4251,5886,4056,8151,6424,6744,3285,K. Olynyk,R. McGruder,M. Bagley III,K. Hayes,C. Cunningham,6,7,2,6,1
Lineups, -1626157-1627736-1627752-1629162-1630183-, K. Towns - M. Beasley - T. Prince - J. McLaughlin - J. McDaniels,1610612750,MIN,12,10,2,0.833,22.0,108.4,102.0,140.7,142.6,-32.3,-40.6,0.882,2.5,21.4,0.16,0.75,0.422,0.118,0.561,0.578,111.5,114.02,95.02,51,0.341,190,78,13953,5797,916,7462,13692,12555,3643,1754,4158,8961,7273,10921,9598,6427,7190,10894,K. Towns,M. Beasley,T. Prince,J. McLaughlin,J. McDaniels,1,0,0,6,0
Lineups, -200746-201935-201988-202681-1630556-, L. Aldridge - J. Harden - P. Mills - K. Irving - K. Edwards,1610612751,BRK,4,2,2,0.5,22.0,101.7,106.7,100.4,97.8,1.3,8.8,0.368,1.0,12.1,0.261,0.636,0.444,0.156,0.512,0.543,101.5,100.31,83.59,45,0.45,1571,1646,13953,7220,945,7118,7011,6709,10660,4735,10096,6657,10377,10142,11431,7279,8210,9048,L. Aldridge,J. Harden,P. Mills,K. Irving,K. Edwards,5,1,0,1,0
Lineups, -200746-201142-201949-201988-1630560-, L. Aldridge - K. Durant - J. Johnson - P. Mills - C. Thomas,1610612751,BRK,6,3,3,0.5,22.0,122.4,123.5,109.6,108.7,12.7,14.8,0.7,3.5,20.9,0.143,0.818,0.488,0.078,0.585,0.65,105.7,105.62,88.02,51,0.626,822,956,15870,7220,922,4960,9800,6115,5241,805,4433,9041,6213,9277,8093,5787,5227,5635,L. Aldridge,K. Durant,J. Johnson,P. Mills,C. Thomas,5,1,0,0,0
Lineups, -200746-200794-201988-1627761-1628975-, L. Aldridge - P. Millsap - P. Mills - D. Bembry - J. Carter,1610612751,BRK,5,5,0,1.0,22.0,83.5,86.0,95.7,93.2,-12.2,-7.1,0.714,3.33,17.2,0.172,0.724,0.448,0.07,0.395,0.417,96.3,96.15,80.12,43,0.35,1120,397,1,1,948,10470,6724,9662,5041,886,6821,8660,8319,10113,7822,10902,11657,10785,L. Aldridge,P. Millsap,P. Mills,D. Bembry,J. Carter,5,2,0,0,7
Lineups, -2544-2546-201566-201961-1629659-, L. James - C. Anthony - R. Westbrook - W. Ellington - T. Horton-Tucker,1610612747,LAL,6,0,6,0.0,22.0,114.4,115.7,113.4,110.0,1.0,5.7,0.667,1.71,17.4,0.261,0.69,0.5,0.137,0.538,0.595,108.4,109.44,91.2,51,0.497,822,10195,17121,10195,908,5981,9918,6984,5427,3572,6750,6657,8881,6616,10519,6882,6662,8271,L. James,C. Anthony,R. Westbrook,W. Ellington,T. Horton-Tucker,1,0,1,0,6
Lineups, -2544-2772-201566-202340-1628370-, L. James - T. Ariza - R. Westbrook - A. Bradley - M. Monk,1610612747,LAL,4,2,2,0.5,22.0,110.4,102.0,134.7,133.3,-24.3,-31.3,0.529,9.0,15.0,0.125,0.813,0.4,0.02,0.476,0.54,101.4,106.02,88.35,49,0.351,1571,1646,13953,7220,931,7456,12597,11818,8037,29,8344,9270,6291,11160,7248,9429,8263,10781,L. James,T. Ariza,R. Westbrook,A. Bradley,M. Monk,1,7,1,0,3
Lineups, -101150-201568-203991-1628989-1629629-, L. Williams - D. Gallinari - C. Capela - K. Huerter - C. Reddish,1610612737,ATL,4,1,3,0.25,22.0,94.0,96.0,97.1,81.5,-3.1,14.5,0.474,3.0,13.8,0.194,0.955,0.509,0.06,0.429,0.461,103.3,111.46,92.88,50,0.461,1571,3401,15870,9877,895,9673,5498,6134,10022,947,9233,8495,5218,6577,7618,10143,10904,8877,L. Williams,D. Gallinari,C. Capela,K. Huerter,C. Reddish,6,0,5,3,0
Lineups, -1627736-1627752-1629669-1629675-1630183-, M. Beasley - T. Prince - J. Nowell - N. Reid - J. McDaniels,1610612750,MIN,5,3,2,0.6,22.0,115.8,114.9,111.0,106.4,4.8,8.5,0.571,3.0,19.7,0.1,0.833,0.5,0.085,0.61,0.619,100.7,103.28,86.07,47,0.528,1120,956,13953,6953,942,6066,9578,6731,7557,947,5666,9495,5898,6616,8320,5265,6028,7439,M. Beasley,T. Prince,J. Nowell,N. Reid,J. McDaniels,0,0,0,2,0
Lineups, -203090-1626158-1627741-1630169-1630558-, M. Harkless - R. Holmes - B. Hield - T. Haliburton - D. Mitchell,1610612758,SAC,6,4,2,0.667,22.0,99.3,95.8,108.9,102.1,-9.6,-6.3,0.667,2.0,18.8,0.174,0.542,0.362,0.125,0.524,0.543,98.6,103.61,86.34,48,0.494,822,591,13953,6286,925,9682,9246,9601,5427,2231,5937,8650,11362,12267,9775,7139,8176,8302,M. Harkless,R. Holmes,B. Hield,T. Haliburton,D. Mitchell,7,5,3,1,6
Lineups, -203935-1627759-1628369-1629057-1630174-, M. Smart - J. Brown - J. Tatum - R. Williams III - A. Nesmith,1610612738,BOS,3,2,1,0.667,22.0,106.0,102.1,88.5,95.6,17.5,6.6,0.647,1.83,17.7,0.167,0.8,0.49,0.128,0.553,0.555,103.4,101.36,84.47,47,0.586,2316,1646,5744,6286,944,7454,6894,6933,6573,3417,6579,8669,6350,9270,10217,6601,7914,6328,M. Smart,J. Brown,J. Tatum,R. Williams III,A. Nesmith,3,1,1,0,7
Lineups, -203935-1626196-1628369-1629057-1629684-, M. Smart - J. Richardson - J. Tatum - R. Williams III - G. Williams,1610612738,BOS,7,5,2,0.714,22.0,128.1,125.0,107.8,102.0,20.3,23.0,0.682,1.67,21.4,0.368,0.792,0.605,0.188,0.667,0.684,101.6,105.74,88.12,48,0.589,612,397,13953,6222,924,4595,9239,5347,5397,3599,4158,4389,6848,4119,12598,3788,4443,6268,M. Smart,J. Richardson,J. Tatum,R. Williams III,G. Williams,3,0,1,0,0
Lineups, -1626167-1627734-1627747-1627763-1629103-, M. Turner - D. Sabonis - C. LeVert - M. Brogdon - K. Martin,1610612754,IND,4,0,4,0.0,22.0,98.4,95.6,93.5,86.4,4.8,9.2,0.286,0.67,7.7,0.15,0.696,0.442,0.133,0.441,0.541,92.3,97.4,81.17,45,0.603,1571,10195,16599,10195,935,9712,5996,6661,11386,6960,11364,9022,8811,10389,10340,9950,8235,5991,M. Turner,D. Sabonis,C. LeVert,M. Brogdon,K. Martin,5,1,3,1,7
Lineups, -201587-202331-202704-1628379-1629611-, N. Batum - P. George - R. Jackson - L. Kennard - T. Mann,1610612746,LAC,8,4,4,0.5,22.0,114.8,110.4,91.2,87.2,23.6,23.2,0.412,3.5,11.7,0.2,0.524,0.348,0.042,0.476,0.55,101.2,105.51,87.93,48,0.672,464,591,16599,7220,957,6697,6070,5329,10325,805,10219,7956,11413,12356,7326,9416,8018,4812,N. Batum,P. George,R. Jackson,L. Kennard,T. Mann,0,1,3,0,3
Lineups, -202357-1627814-1629185-1629308-1630228-, N. Bjelica - D. Lee - C. Chiozza - J. Toscano-Anderson - J. Kuminga,1610612744,GSW,3,1,2,0.333,22.0,105.6,109.3,95.7,87.2,9.9,22.1,0.625,2.0,16.9,0.24,0.792,0.51,0.116,0.513,0.54,93.8,96.64,80.54,43,0.516,2316,3401,13953,9264,899,6813,6070,5424,6746,2231,6904,7549,6848,6571,9587,7272,8267,7657,N. Bjelica,D. Lee,C. Chiozza,J. Toscano-Anderson,J. Kuminga,0,0,7,6,0
Lineups, -1627783-1628449-1629018-1630173-1630201-, P. Siakam - C. Boucher - G. Trent Jr. - P. Achiuwa - M. Flynn,1610612761,TOR,7,5,2,0.714,22.0,106.2,108.3,109.7,104.0,-3.5,4.3,0.5,1.43,15.6,0.261,0.792,0.532,0.146,0.573,0.578,104.4,106.19,88.49,48,0.481,612,397,13953,6222,908,6912,9376,7076,8093,4255,8031,6657,6848,6166,11134,6084,7190,8499,P. Siakam,C. Boucher,G. Trent Jr.,P. Achiuwa,M. Flynn,1,5,3,0,7
Lineups, -1627783-1628449-1630173-1630567-1630625-, P. Siakam - C. Boucher - P. Achiuwa - S. Barnes - D. Banton,1610612761,TOR,4,2,2,0.5,22.0,127.4,129.3,100.1,100.0,27.3,29.3,0.368,1.0,12.1,0.5,0.643,0.583,0.171,0.526,0.594,88.8,88.19,73.49,41,0.662,1571,1646,13953,7220,901,4241,7053,4790,10660,4735,10096,1743,10319,4813,12238,7102,6737,5116,P. Siakam,C. Boucher,P. Achiuwa,S. Barnes,D. Banton,1,5,0,5,7
Lineups, -200782-202710-203473-1629622-1629639-, P. Tucker - J. Butler - D. Dedmon - M. Strus - T. Herro,1610612748,MIA,14,9,5,0.643,22.0,137.1,127.3,86.1,78.0,51.0,49.3,0.571,3.0,19.4,0.333,0.72,0.558,0.091,0.618,0.654,94.4,103.09,85.91,44,0.816,129,106,16937,6887,941,4425,5140,3507,7557,947,5728,4591,8364,5489,8404,5113,5151,3346,P. Tucker,J. Butler,D. Dedmon,M. Strus,T. Herro,0,1,2,0,3
Lineups, -203493-203501-203939-1627827-1628973-, R. Bullock - T. Hardaway Jr. - D. Powell - D. Finney-Smith - J. Brunson,1610612742,DAL,10,4,6,0.4,22.0,87.1,82.6,96.7,95.6,-9.6,-12.9,0.571,1.14,13.3,0.292,0.6,0.449,0.152,0.434,0.468,96.5,99.62,83.02,46,0.398,295,591,17121,9083,938,10891,6894,10224,7557,4686,9339,6167,10661,10109,11281,10103,10792,10113,R. Bullock,T. Hardaway Jr.,D. Powell,D. Finney-Smith,J. Brunson,0,3,5,3,3
Lineups, -203493-203501-204001-1627827-1628973-, R. Bullock - T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - J. Brunson,1610612742,DAL,5,1,4,0.2,22.0,129.3,129.5,118.5,117.8,10.8,11.8,0.667,7.0,23.0,0.15,0.75,0.45,0.045,0.622,0.647,96.4,96.64,80.53,44,0.527,1120,3401,16599,10078,915,4224,10973,6412,5427,84,3592,9022,7273,10074,7361,5089,5261,7456,R. Bullock,T. Hardaway Jr.,K. Porzingis,D. Finney-Smith,J. Brunson,0,3,5,3,3
Lineups, -203497-203903-204060-1629672-1630215-, R. Gobert - J. Clarkson - J. Ingles - E. Paschall - J. Butler,1610612762,UTA,6,5,1,0.833,22.0,100.6,104.2,112.9,106.1,-12.4,-2.0,0.4,0.67,9.4,0.357,0.708,0.519,0.188,0.464,0.524,106.1,107.45,89.54,48,0.421,822,397,5744,5797,950,7342,9551,9284,10335,6960,11019,4487,8671,6435,12598,9574,8691,9647,R. Gobert,J. Clarkson,J. Ingles,E. Paschall,J. Butler,5,3,6,0,7
Lineups, -200765-201567-1626224-1627747-1630596-, R. Rondo - K. Love - C. Osman - C. LeVert - E. Mobley,1610612739,CLE,3,2,1,0.667,22.0,106.6,97.9,110.4,106.5,-3.8,-8.6,0.6,2.25,15.3,0.13,0.739,0.435,0.085,0.528,0.546,95.2,101.1,84.25,47,0.438,2316,1646,5744,6286,920,9602,9589,9844,6993,2094,8288,9261,8118,10505,8320,7082,8122,9326,R. Rondo,K. Love,C. Osman,C. LeVert,E. Mobley,6,3,0,3,5
Lineups, -201939-203952-1626172-1627780-1630541-, S. Curry - A. Wiggins - K. Looney - G. Payton II - M. Moody,1610612744,GSW,3,1,2,0.333,22.0,130.5,137.0,82.3,79.2,48.2,57.8,0.692,4.5,25.4,0.304,0.792,0.553,0.087,0.656,0.626,100.8,100.29,83.57,46,0.78,2316,3401,13953,9264,892,3462,5192,2864,5326,441,2200,6010,6848,5692,8338,4331,5737,3650,S. Curry,A. Wiggins,K. Looney,G. Payton II,M. Moody,1,3,5,0,7
Lineups, -201939-203952-1626172-1629308-1629673-, S. Curry - A. Wiggins - K. Looney - J. Toscano-Anderson - J. Poole,1610612744,GSW,8,4,4,0.5,22.0,121.2,118.6,145.2,137.0,-24.0,-18.4,0.632,2.0,17.6,0.481,0.571,0.512,0.14,0.511,0.53,94.3,98.19,81.83,43,0.361,464,591,16599,7220,946,5581,13245,10776,6720,2231,6593,3353,11088,6544,10577,7285,8566,10663,S. Curry,A. Wiggins,K. Looney,J. Toscano-Anderson,J. Poole,1,3,5,6,3
Lineups, -203915-1628398-1628988-1629655-1630557-, S. Dinwiddie - K. Kuzma - A. Holiday - D. Gafford - C. Kispert,1610612764,WAS,3,2,1,0.667,22.0,93.1,88.9,125.0,126.2,-31.9,-37.3,0.714,1.67,16.7,0.2,0.783,0.479,0.133,0.434,0.477,93.4,95.2,79.33,45,0.382,2316,1646,5744,6286,933,10205,12147,12316,5041,3599,6929,7956,6939,9428,10340,10103,10664,10314,S. Dinwiddie,K. Kuzma,A. Holiday,D. Gafford,C. Kispert,3,3,6,5,0
Lineups, -201586-202339-202704-1629599-1629611-, S. Ibaka - E. Bledsoe - R. Jackson - A. Coffey - T. Mann,1610612746,LAC,4,2,2,0.5,22.0,111.8,104.0,116.2,110.0,-4.5,-6.0,0.4,1.6,13.3,0.091,0.68,0.404,0.1,0.588,0.597,101.7,108.36,90.3,50,0.432,1571,1646,13953,7220,910,7361,9918,9577,10335,3745,9339,9550,8969,11155,8760,5760,6635,9414,S. Ibaka,E. Bledsoe,R. Jackson,A. Coffey,T. Mann,2,6,3,0,3
Lineups, -201959-203944-1629628-1629656-1630193-, T. Gibson - J. Randle - R. Barrett - Q. Grimes - I. Quickley,1610612752,NYK,6,2,4,0.333,22.0,105.1,97.7,118.6,115.9,-13.5,-18.2,0.6,1.8,14.1,0.414,0.727,0.549,0.116,0.429,0.457,90.6,94.98,79.15,43,0.354,822,1646,16599,9264,928,9609,10682,10770,6993,3453,9203,3742,8241,5749,9587,10143,10964,10737,T. Gibson,J. Randle,R. Barrett,Q. Grimes,I. Quickley,2,1,3,0,3
Lineups, -202699-203083-1627777-1630178-1630198-, T. Harris - A. Drummond - G. Niang - T. Maxey - I. Joe,1610612755,PHI,4,2,2,0.5,22.0,131.3,135.7,93.1,95.7,38.3,40.1,0.435,1.43,17.9,0.286,0.565,0.459,0.167,0.667,0.705,100.8,97.85,81.54,42,0.646,1571,1646,13953,7220,959,3515,6899,3882,10171,4255,6517,6199,11237,9850,11595,3788,3957,5328,T. Harris,A. Drummond,G. Niang,T. Maxey,I. Joe,3,5,0,3,7
Lineups, -203082-203914-1628976-1629643-1630591-, T. Ross - G. Harris - W. Carter Jr. - C. Okeke - J. Suggs,1610612753,ORL,9,4,5,0.444,22.0,90.7,84.8,103.7,102.0,-13.0,-17.2,0.667,1.43,16.9,0.12,0.636,0.362,0.152,0.5,0.5,102.2,106.42,88.68,46,0.337,376,591,16937,9005,954,10627,9238,10674,5427,4255,6904,9396,10377,12267,11281,7316,9389,10917,T. Ross,G. Harris,W. Carter Jr.,C. Okeke,J. Suggs,0,0,5,0,6
Lineups, -201143-203935-1627759-1628369-1628401-, A. Horford - M. Smart - J. Brown - J. Tatum - D. White,1610612738,BOS,6,5,1,0.833,21.0,101.1,102.2,100.6,102.1,0.5,0.1,0.75,2.0,20.7,0.05,0.667,0.404,0.133,0.542,0.582,104.5,103.14,85.95,45,0.467,822,397,5744,5797,971,7449,9246,7338,4389,2231,4490,9647,9012,11155,10340,6814,7063,8725,A. Horford,M. Smart,J. Brown,J. Tatum,D. White,5,3,1,1,3
Lineups, -201143-203935-1626196-1628369-1629641-, A. Horford - M. Smart - J. Richardson - J. Tatum - R. Langford,1610612738,BOS,6,5,1,0.833,21.0,127.8,121.4,88.7,88.6,39.0,32.8,0.526,5.0,17.9,0.235,0.739,0.525,0.048,0.574,0.608,97.7,100.19,83.5,42,0.771,822,397,5744,5797,1020,5164,6258,4582,8048,261,6517,7587,8118,6314,7386,6077,6306,3730,A. Horford,M. Smart,J. Richardson,J. Tatum,R. Langford,5,3,0,1,7
Lineups, -203085-203210-203999-1627854-1630538-, A. Rivers - J. Green - N. Jokic - B. Forbes - B. Hyland,1610612743,DEN,12,9,3,0.75,21.0,94.4,94.2,88.1,81.5,6.3,12.7,0.789,1.25,21.7,0.095,0.724,0.46,0.231,0.588,0.599,113.9,118.61,98.84,52,0.557,190,106,15870,5984,965,9812,5498,6309,4258,4521,4090,9549,8319,9844,13847,5760,6607,6826,A. Rivers,J. Green,N. Jokic,B. Forbes,B. Hyland,0,2,1,0,6
Lineups, -1627741-1627763-1629052-1630169-1630188-, B. Hield - M. Brogdon - O. Brissett - T. Haliburton - J. Smith,1610612754,IND,6,2,4,0.333,21.0,129.1,131.8,130.9,131.1,-1.8,0.7,0.706,3.0,18.2,0.4,0.65,0.511,0.091,0.512,0.593,103.7,102.58,85.48,44,0.502,822,1646,16599,9264,1007,4070,12545,7307,5222,947,6185,3769,10274,6559,8404,7276,6771,7844,B. Hield,M. Brogdon,O. Brissett,T. Haliburton,J. Smith,3,1,0,1,2
Lineups, -2546-201566-202340-203076-1630559-, C. Anthony - R. Westbrook - A. Bradley - A. Davis - A. Reaves,1610612747,LAL,6,4,2,0.667,21.0,123.0,119.6,114.0,110.9,8.9,8.7,0.579,1.57,18.0,0.235,0.667,0.5,0.152,0.643,0.675,100.3,103.13,85.94,46,0.577,822,591,13953,6286,970,5513,10040,6714,7523,3795,6483,7587,9012,6616,11281,4462,4614,6484,C. Anthony,R. Westbrook,A. Bradley,A. Davis,A. Reaves,0,1,0,5,0
Lineups, -2546-2772-201566-1629659-1630559-, C. Anthony - T. Ariza - R. Westbrook - T. Horton-Tucker - A. Reaves,1610612747,LAL,6,3,3,0.5,21.0,97.6,97.8,87.3,87.0,10.3,10.8,0.688,1.83,17.5,0.292,0.63,0.471,0.133,0.487,0.523,104.1,104.21,86.84,45,0.562,822,956,15870,7220,996,9607,6050,6504,5360,3417,6744,6167,10463,9575,10340,9320,8707,6746,C. Anthony,T. Ariza,R. Westbrook,T. Horton-Tucker,A. Reaves,0,7,1,6,0
Lineups, -202709-1626168-1628367-1630180-1630595-, C. Joseph - T. Lyles - J. Jackson - S. Bey - C. Cunningham,1610612765,DET,4,2,2,0.5,21.0,140.3,135.7,131.2,129.3,9.1,6.4,0.667,2.33,24.1,0.154,0.632,0.438,0.143,0.75,0.778,91.5,93.74,78.12,42,0.558,1571,1646,13953,7220,978,3515,12416,6942,5427,1996,3252,8978,10446,10433,10604,2453,2747,6819,C. Joseph,T. Lyles,J. Jackson,S. Bey,C. Cunningham,6,0,0,3,1
Lineups, -1626224-1628374-1628386-1629636-1630596-, C. Osman - L. Markkanen - J. Allen - D. Garland - E. Mobley,1610612739,CLE,8,6,2,0.75,21.0,105.4,109.5,122.0,117.0,-16.6,-7.5,0.778,1.75,22.2,0.318,0.556,0.425,0.19,0.526,0.552,100.1,100.37,83.64,42,0.419,464,288,13953,5984,977,6791,10928,9701,4280,3492,3705,5883,11257,10895,12662,7122,7961,9685,C. Osman,L. Markkanen,J. Allen,D. Garland,E. Mobley,0,3,5,1,5
Lineups, -101108-201580-203109-1629013-1629661-, C. Paul - J. McGee - J. Crowder - L. Shamet - C. Johnson,1610612756,PHO,8,7,1,0.875,21.0,108.4,106.8,91.9,90.9,16.5,15.9,0.625,3.33,16.9,0.227,0.76,0.511,0.068,0.459,0.518,97.5,98.77,82.31,44,0.648,464,212,5744,5763,972,7115,6502,6043,6746,886,6904,7677,7233,6566,7798,9652,8831,5287,C. Paul,J. McGee,J. Crowder,L. Shamet,C. Johnson,1,5,0,0,0
Lineups, -1626174-1629645-1629717-1629726-1630231-, C. Wood - K. Porter Jr. - A. Brooks - G. Mathews - K. Martin Jr.,1610612745,HOU,5,2,3,0.4,21.0,117.4,120.9,89.0,91.1,28.5,29.8,0.706,4.0,19.4,0.269,0.679,0.481,0.07,0.549,0.562,105.8,103.02,85.85,43,0.636,1120,1646,15870,9083,1027,5210,6569,4763,5222,480,5728,6571,8986,9382,7822,6705,7761,5446,C. Wood,K. Porter Jr.,A. Brooks,G. Mathews,K. Martin Jr.,5,3,7,0,0
Lineups, -201942-1627884-1627936-1629750-1630245-, D. DeRozan - D. Jones Jr. - A. Caruso - J. Green - A. Dosunmu,1610612741,CHI,7,6,1,0.857,21.0,106.3,102.0,97.7,91.7,8.6,10.4,0.294,0.71,8.1,0.348,0.833,0.561,0.143,0.438,0.531,106.3,112.02,93.35,49,0.512,612,288,5744,5776,1010,7456,6586,6538,11380,6945,11351,4556,5898,5454,10604,9976,8541,7741,D. DeRozan,D. Jones Jr.,A. Caruso,J. Green,A. Dosunmu,1,2,6,0,6
Lineups, -201942-202684-1627884-1629632-1630245-, D. DeRozan - T. Thompson - D. Jones Jr. - C. White - A. Dosunmu,1610612741,CHI,9,3,6,0.333,21.0,101.8,112.5,114.0,106.0,-12.2,6.5,0.556,2.0,15.4,0.32,0.8,0.533,0.104,0.488,0.551,111.9,110.19,91.82,48,0.464,376,956,17121,9264,975,6359,9542,6938,7788,2231,8079,5874,6350,6110,9068,9315,8014,8803,D. DeRozan,T. Thompson,D. Jones Jr.,C. White,A. Dosunmu,1,2,2,3,6
Lineups, -202324-1628983-1629647-1630581-1630598-, D. Favors - S. Gilgeous-Alexander - D. Bazley - J. Giddey - A. Wiggins,1610612760,OKC,2,0,2,0.0,21.0,82.3,80.9,113.4,114.9,-31.2,-34.0,0.563,1.5,15.0,0.16,0.8,0.444,0.128,0.402,0.44,105.0,105.27,87.73,47,0.314,3707,10195,13953,10195,969,11004,10599,12182,7744,3836,8344,8961,6350,10142,10217,10612,11239,11365,D. Favors,S. Gilgeous-Alexander,D. Bazley,J. Giddey,A. Wiggins,2,1,0,3,0
Lineups, -201980-203552-203954-1627777-1630178-, D. Green - S. Curry - J. Embiid - G. Niang - T. Maxey,1610612755,PHI,5,3,2,0.6,21.0,120.1,123.8,125.6,113.3,-5.5,10.5,0.684,3.25,22.8,0.118,0.833,0.486,0.095,0.597,0.63,96.2,99.82,83.19,42,0.515,1120,956,13953,6953,997,4946,10362,6532,5383,917,3609,9401,5898,9316,8686,5607,5681,7685,D. Green,S. Curry,J. Embiid,G. Niang,T. Maxey,0,3,1,0,3
Lineups, -203081-203469-203496-1629014-1629642-, D. Lillard - C. Zeller - R. Covington - A. Simons - N. Little,1610612757,POR,9,6,3,0.667,21.0,82.9,81.4,133.1,120.9,-50.1,-39.5,0.615,1.0,12.9,0.379,0.769,0.5,0.186,0.378,0.405,93.6,99.0,82.5,43,0.253,376,288,15870,6286,1005,10978,11452,12420,6903,4735,9558,4248,7138,6616,12593,11059,11896,12051,D. Lillard,C. Zeller,R. Covington,A. Simons,N. Little,1,2,0,3,0
Lineups, -201565-202692-203944-1630167-1630193-, D. Rose - A. Burks - J. Randle - O. Toppin - I. Quickley,1610612752,NYK,7,2,5,0.286,21.0,121.1,114.3,95.3,88.1,25.8,26.2,0.647,1.57,19.3,0.222,0.842,0.541,0.167,0.632,0.655,90.2,96.57,80.47,42,0.59,612,1646,16937,9838,1000,6089,6214,5017,6573,3795,5765,7699,5867,5962,11595,4688,5108,6252,D. Rose,A. Burks,J. Randle,O. Toppin,I. Quickley,6,3,1,0,3
Lineups, -202339-1626159-1628379-1628392-1629599-, E. Bledsoe - J. Winslow - L. Kennard - I. Hartenstein - A. Coffey,1610612746,LAC,5,3,2,0.6,21.0,126.1,129.8,96.0,97.8,30.2,32.0,0.737,2.33,21.2,0.3,0.667,0.52,0.128,0.608,0.672,107.5,104.98,87.48,47,0.689,1120,956,13953,6953,990,4216,7009,4616,4943,1996,4321,6031,9012,6412,10217,5285,4656,4631,E. Bledsoe,J. Winslow,L. Kennard,I. Hartenstein,A. Coffey,6,2,0,5,0
